problem_id,subject,grade,type,category,level,url,semester,section,unit,topic,problem,correct_answers,explanation,hint,tags,index,image_path
E3-M-045,수학,3,단일선택 객관식,원의 성질,2,,,도형과 측정,원,"원의 중심, 반지름, 지름",원의 중심을 지나는 선분을 무엇이라고 합니까?,2,중심을 지나는 선분은 지름입니다.,원의 한가운데를 가로질러보세요.,"원,지름",4aef1a15-5e15-5778-aeb9-8702e31990b3,
E3-M-046,수학,3,단일선택 객관식,중심과 반지름,1,,,도형과 측정,원,"원의 중심, 반지름, 지름",원의 중심에서 원 위의 한 점까지의 거리를 무엇이라 합니까?,2,중심에서 원 위의 한 점까지의 거리를 반지름이라고 합니다.,원의 구조를 떠올려보세요.,"원,반지름,기초도형",adf9b619-b5f2-5922-91c7-8d2b33c1ddf5,
E3-M-047,수학,3,단일선택 객관식,원의 지름 찾기,2,,,도형과 측정,원,"원의 중심, 반지름, 지름",반지름이 4cm인 원의 지름은 몇 cm입니까?,8,지름은 반지름의 2배이므로 8cm입니다.,지름 = 반지름 × 2를 기억하세요.,"원,지름,길이관계",c69906eb-c489-5cfb-b055-1338561097c5,
E3-M-048,수학,3,단일선택 객관식,원 둘레의 길이 비교,3,,,도형과 측정,원,원의 성질,반지름이 큰 원과 작은 원 중 어느 것이 둘레가 더 긴가요?,1,반지름이 클수록 둘레가 깁니다.,반지름과 둘레의 관계를 떠올려보세요.,"원,둘레",b0f8261a-0780-5d6e-89e6-1f9d563c59d6,
E3-M-049,수학,3,단일응답 주관식,지름과 반지름,2,,,도형과 측정,원,"원의 중심, 반지름, 지름",반지름이 4cm인 원의 지름은 몇 cm입니까?,8,지름은 반지름의 2배입니다.,2를 곱해보세요.,"원,지름",ec9f7a30-05fd-5318-bc87-8f7035ce0039,
E3-M-050,수학,3,단일응답 주관식,둘레 계산,2,,,도형과 측정,평면도형,직사각형,"가로 6cm, 세로 4cm인 직사각형의 둘레는 몇 cm입니까?",20,(6+4)×2=20입니다.,(가로+세로)×2를 활용하세요.,"둘레,직사각형",71d034f4-e45b-5844-9ade-88185a880e27,
E3-M-051,수학,3,단일응답 주관식,넓이 계산,2,,,도형과 측정,평면도형,직사각형,"가로 8cm, 세로 5cm인 직사각형의 넓이는?",40,8×5=40입니다.,가로×세로를 곱하세요.,"도형,넓이",0c1f8b21-b3af-57b6-b5b0-0d538dd1f695,
E3-M-052,수학,3,단일응답 주관식,정사각형 계산,1,,,도형과 측정,평면도형,정사각형,한 변이 7cm인 정사각형의 둘레는 몇 cm입니까?,28,7×4=28입니다.,변의 수를 곱하세요.,"도형,둘레",eb071169-a2af-50e1-84f1-b13e8e11a914,
E3-M-053,수학,3,단일응답 주관식,넓이 계산,1,,,도형과 측정,평면도형,정사각형,한 변이 9cm인 정사각형의 넓이는 몇 cm²입니까?,81,9×9=81입니다.,같은 수를 두 번 곱하세요.,"도형,넓이",3ce4cf2f-e26c-5896-8884-f6633bad140f,
E3-M-054,수학,3,단일선택 객관식,다각형 구분,1,,,도형과 측정,평면도형,각,"삼각형, 사각형, 오각형은 무엇의 수로 이름이 붙었나요?",3,다각형은 변의 수로 이름이 붙습니다.,삼각형은 변이 3개입니다.,"다각형,변,기초도형",284c8619-c829-5d20-9286-696c498bde07,
E3-M-055,수학,3,단일선택 객관식,길이 단위 변환,1,,,도형과 측정,길이의 시간,1 m보다 큰 단위,1m는 몇 cm입니까?,2,1m는 100cm입니다.,1m를 cm로 바꿔보세요.,"길이,단위 변환",f8229851-c8d3-5274-a270-8812a0adf01a,
E3-M-056,수학,3,단일응답 주관식,길이 측정,1,,,도형과 측정,길이의 시간,길이와 거리를 어림하고 재기,자로 잰 연필의 길이가 12cm입니다. 이 연필 3자루의 길이를 모두 더하면 몇 cm입니까?,36,12×3=36cm입니다.,곱셈으로 계산해보세요.,"길이,측정",9cbb750d-6723-52a4-bc43-445fcde4ddc3,
E3-M-057,수학,3,단일선택 객관식,길이 추정,2,,,도형과 측정,길이의 시간,길이와 거리를 어림하고 재기,교실 문의 높이는 약 몇 m일까요?,2,일반적인 교실 문의 높이는 약 2m입니다.,실제 문을 떠올리며 비교해보세요.,"측정,길이,어림",96f48ea2-cbde-523b-bf30-19e8bbbbb02c,
E3-M-058,수학,3,단일선택 객관식,시간 빼기,2,,,도형과 측정,길이와 시간,시간의 뺄셈,4시 30분에서 50분을 빼면 몇 시 몇 분입니까?,2,4시 30분 - 50분 = 3시 40분입니다.,1시간은 60분임을 이용해보세요.,"시간,시각 계산",8c125d92-8fca-5a5b-ad54-b394055bcf2e,
E3-M-059,수학,3,단일선택 객관식,시각 더하기,2,,,도형과 측정,길이와 시간,시간의 덧셈,2시 30분에서 40분 후의 시각은 무엇입니까?,2,2시 30분에 40분을 더하면 3시 10분입니다.,60분이 1시간임을 생각해보세요.,"시각,시간 계산",f6d7a715-0685-5e76-b268-67bc4f52d1cc,
E3-M-060,수학,3,단일응답 주관식,시각 계산,2,,,도형과 측정,길이와 시간,시간의 덧셈,10시 20분에서 1시간 40분 뒤는 몇 시입니까?,12시,10:20+1:40=12:00입니다.,시각 더하기를 해보세요.,"시간,시각",b04b4fb2-15fa-5938-ab0b-7b86064ba33b,
E3-M-061,수학,3,단일선택 객관식,시간 개념 이해,1,,,도형과 측정,길이와 시간,1분보다 작은 단위,하루는 몇 시간입니까?,2,하루는 24시간입니다.,시계의 한 바퀴를 떠올려보세요.,"시간,단위",9ca99715-b7f1-5490-baa0-95be5bf2e631,
E3-M-062,수학,3,단일응답 주관식,시각 비교,3,,,도형과 측정,길이와 시간,시간의 덧셈,시계가 5분 빠릅니다. 실제 시각이 3시 50분이면 시계는 몇 시입니까?,3시55분,실제보다 5분 빠르므로 3시55분입니다.,시각의 차를 생각하세요.,"시각,비교",a1f9d373-489d-543f-9b93-452e1bf4ec04,
E3-M-063,수학,3,단일응답 주관식,부피 계산,3,,,도형과 측정,들이와 무게,들이의 단위,"가로 4cm, 세로 3cm, 높이 2cm인 상자의 부피는?",24,4×3×2=24입니다.,가×세×높을 곱하세요.,"부피,직육면체",83f556d0-2d70-5205-8d6c-c51559b5b8f3,
E3-M-064,수학,3,단일선택 객관식,비교하기,3,,,도형과 측정,들이와 무게,들이 비교하기,"두 상자의 부피가 각각 40cm³, 60cm³입니다. 어느 쪽이 더 큽니까?",2,60cm³가 더 큰 부피입니다.,숫자의 크기를 비교해보세요.,"부피,비교",7c1ff294-48d4-5653-8473-c792fd5ab5ce,
E3-M-065,수학,3,단일선택 객관식,무게 단위 변환,1,,,도형과 측정,들이와 무게,무게의 단위,1kg는 몇 g입니까?,4,1kg = 1000g입니다.,1kg 안에 100g이 몇 개 들어가는지 생각해보세요.,"무게,단위 변환",194e379f-21ac-502f-92f6-7d104504d707,
E3-M-066,수학,3,단일선택 객관식,무게 비교,2,,,도형과 측정,들이와 무게,무게 비교하기,2kg과 1800g 중 어느 것이 더 무겁습니까?,2,2kg=2000g이므로 더 무겁습니다.,1kg=1000g을 이용하세요.,"무게,비교",96103987-cef3-568e-abbc-b62589297ab6,
E3-M-067,수학,3,단일응답 주관식,단위 변환,2,,,도형과 측정,들이와 무게,무게의 단위,2500g은 몇 kg입니까?,2.5,1000g=1kg이므로 2.5kg입니다.,g을 kg으로 바꿔보세요.,"무게,단위",3a51a196-26d5-5b0a-b324-950f5ab83ab8,
E3-M-068,수학,3,단일선택 객관식,단위 변환,1,,,도형과 측정,들이와 무게,들이의 단위,1L는 몇 mL입니까?,4,1L = 1000mL입니다.,1L 안에 몇 개의 100mL가 있는지 생각해보세요.,"들이,단위 변환",c3316e6d-1fc1-5ad9-a10d-7ae352cd2ad3,
E3-M-069,수학,3,단일응답 주관식,들이 계산,2,,,도형과 측정,들이와 무게,들이의 단위,1500mL는 몇 L입니까?,1.5,1000mL=1L이므로 1.5L입니다.,나눗셈으로 계산해보세요.,"들이,단위",f64acdfe-27b5-5497-ab07-7d9f6536af7f,
E3-M-070,수학,3,단일선택 객관식,가능성 비교,2,,,자료와 가능성,자료와 그림그래프,그림그래프를 통해 알아보기,주사위를 던졌을 때 1이 나올 가능성과 6이 나올 가능성은 어떤가요?,3,주사위는 모든 눈이 한 번씩 나올 수 있으므로 두 가능성은 같습니다.,모든 눈의 수가 같다는 점을 떠올려보세요.,"가능성,확률,주사위",266db64f-3590-59af-9029-f5ac63b680a6,
E3-M-071,수학,3,단일선택 객관식,가능성 판단,2,,,자료와 가능성,자료와 그림그래프,그림그래프를 통해 알아보기,"주머니 속에 빨간 공 3개, 파란 공 1개가 있습니다. 어떤 색이 나올 가능성이 더 높을까요?",1,빨간 공이 더 많으므로 빨간색이 나올 가능성이 더 높습니다.,‘더 많은 수일수록 가능성이 높다’를 떠올려보세요.,"가능성,공,비교",357af72c-807d-588c-a276-2261616a0b0a,
E3-M-072,수학,3,단일선택 객관식,수의 규칙,2,,,자료와 가능성,자료와 그림그래프,그림그래프로 나타내는 방법,"4, 8, 12, 16, ( ) 다음에 들어갈 수는?",3,4씩 더하는 규칙입니다.,덧셈의 차를 찾아보세요.,"규칙성,수열",772599eb-740d-585a-96fd-ba2f036ea894,
E3-M-073,수학,3,단일선택 객관식,자료 읽기,2,,,자료와 가능성,자료와 그림그래프,그림그래프를 통해 알아보기,"그래프에서 ‘과일’ 항목이 10명, ‘간식’ 항목이 5명입니다. 더 많이 선택된 것은?",1,그래프에서 막대가 긴 항목이 더 많습니다.,수치를 비교하세요.,"자료,그래프",15b97bb4-a98c-55f6-818a-c72d74619a8b,
E3-M-074,수학,3,단일선택 객관식,실생활 응용,3,,,자료와 가능성,자료와 그림그래프,그림그래프로 나타내는 방법,1개에 250원인 연필을 4자루 샀습니다. 모두 얼마인가요?,3,250×4=1000이므로 1000원입니다.,곱셈으로 한 번에 계산해보세요.,"곱셈,실생활,문제해결",21cfd954-0d63-51af-ad0d-bc66409d57ec,
E3-M-075,수학,3,단일선택 객관식,색깔 규칙,1,,,자료와 가능성,자료와 그림그래프,그림그래프로 나타내는 방법,파랑-노랑-빨강-파랑-노랑-빨강 다음에 올 색은?,1,세 색이 반복되므로 다음은 파랑입니다.,규칙의 순서를 찾아보세요.,"규칙성,생활",33b66275-7b3f-592f-bd32-e2c0ee5986e3,
E3-M-076,수학,3,단일선택 객관식,규칙 찾기,1,,,자료와 가능성,자료와 그림그래프,그림그래프로 나타내는 방법,"2, 4, 6, 8, ( ) 다음에 올 수는?",2,2씩 더하는 규칙이므로 10이 됩니다.,수 사이의 차이를 비교해보세요.,"규칙성,등차수열",48370c92-f965-546d-94a8-519720d555d6,
E3-M-077,수학,3,단일선택 객관식,규칙 찾기,2,,,자료와 가능성,자료와 그림그래프,그림그래프로 나타내는 방법,"5, 10, 15, 20, ( ) 다음에 올 수는?",1,5씩 더해지는 규칙이므로 다음은 25입니다.,차이를 찾아보세요.,"규칙성,수의 규칙",1686cf7d-403d-52a8-b23b-e35d56fd3706,
E3-M-078,수학,3,단일선택 객관식,규칙 찾기,2,,,자료와 가능성,자료와 그림그래프,그림그래프를 통해 알아보기,3의 배수 중 20보다 작은 수를 모두 고르시오.,1,3씩 더해지는 수입니다.,3단 구구단을 떠올리세요.,"규칙성,배수",126219c7-c5ce-5617-94b8-958b91267167,
E3-M-079,수학,3,단일선택 객관식,자료 정리,1,,,자료와 가능성,자료와 그림그래프,자료를 수집하여 그림그래프로 나타내기,친구들이 좋아하는 과일을 조사해 표로 나타내는 활동은 어떤 단원에 속하나요?,3,자료를 표로 정리하는 단원은 자료와 가능성입니다.,조사의 결과를 표로 만들어보세요.,"자료,표,가능성",6a013f78-7c08-58fc-81c6-d1ced8349d94,
E3-M-080,수학,3,단일선택 객관식,자료 분석,3,,,자료와 가능성,자료와 그림그래프,자료를 수집하여 그림그래프로 나타내기,"3명 친구의 사과 개수는 각각 3개, 5개, 7개입니다. 평균은 몇 개인가요?",2,(3+5+7)÷3=5입니다.,모두 더한 뒤 개수로 나누세요.,"자료,평균,계산",748422b1-ccba-52cb-a760-d23e0b1c0cfd,
E4-M-001,수학,4,단일응답 주관식,곱셈 계산,2,,,수와 연산,곱셈과 나눗셈,(세 자리 수)×(몇십몇),123 × 12의 값을 구하시오.,1476,123×12=1476입니다.,(123×10)+(123×2)로 계산해보세요.,"곱셈,자리값",b8cbf222-670a-5729-b524-0bd3ab4f6c55,
E4-M-002,수학,4,단일응답 주관식,곱셈 계산,3,,,수와 연산,곱셈과 나눗셈,(세 자리 수)×(몇십몇),245 × 14의 값을 구하시오.,3430,245×14=3430입니다.,십의 자리와 일의 자리 곱을 각각 구해 더해보세요.,"곱셈,세자리수",87c595a9-363b-5298-99ec-0872b6a1bb58,
E4-M-003,수학,4,단일응답 주관식,문장제,3,,,수와 연산,곱셈과 나눗셈,(세 자리 수)×(몇십몇),연필 125자루씩 담긴 상자가 16상자 있습니다. 연필은 모두 몇 자루인가요?,2000,125×16=2000입니다.,곱셈으로 전체 수를 구해보세요.,"곱셈,문장제",15ab3edb-434a-5fcd-b6e9-46cca784af4d,
